url#passage#tokenid#token#form#lexeme
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.42	mortalis	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:020002412,Feminine,Accusative,Plural,Positive)	urn:cite2:tabulae:ls.v1:n29733
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.42	mortalis	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:010002212,Feminine,Genitive,Singular,Positive)	urn:cite2:tabulae:ls.v1:n29733
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.42	mortalis	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:020002512,Feminine,Ablative,Plural,Positive)	urn:cite2:tabulae:ls.v1:n29733
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.42	mortalis	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:010002612,Feminine,Vocative,Singular,Positive)	urn:cite2:tabulae:ls.v1:n29733
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.42	mortalis	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:010003212,Neuter,Genitive,Singular,Positive)	urn:cite2:tabulae:ls.v1:n29733
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.43	dicitur	ValidFiniteVerbForm(urn:cite2:tabulae:morphforms.v1:311120004,Third,Singular,Present,Indicative,Passive)	urn:cite2:tabulae:ls.v1:n13804
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.44	prima	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:010002112,Feminine,Nominative,Singular,Positive)	urn:cite2:tabulae:ls.v1:n38340
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.44	prima	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:010002512,Feminine,Ablative,Singular,Positive)	urn:cite2:tabulae:ls.v1:n38340
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.44	prima	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:010002612,Feminine,Vocative,Singular,Positive)	urn:cite2:tabulae:ls.v1:n38340
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.44	prima	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:020003112,Neuter,Nominative,Plural,Positive)	urn:cite2:tabulae:ls.v1:n38340
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.44	prima	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:020003412,Neuter,Accusative,Plural,Positive)	urn:cite2:tabulae:ls.v1:n38340
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.44	prima	ValidAdjectiveForm(urn:cite2:tabulae:morphforms.v1:020003612,Neuter,Vocative,Plural,Positive)	urn:cite2:tabulae:ls.v1:n38340
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.45	esse	ValidInfinitiveForm(urn:cite2:tabulae:morphforms.v1:001010006,Present,Active)	urn:cite2:tabulae:ls.v1:n46529
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.46	creata	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:014022105,Perfect,Passive,Feminine,Nominative,Singular)	urn:cite2:tabulae:ls.v1:n11543
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.46	creata	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:014022505,Perfect,Passive,Feminine,Ablative,Singular)	urn:cite2:tabulae:ls.v1:n11543
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.46	creata	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:014022605,Perfect,Passive,Feminine,Vocative,Singular)	urn:cite2:tabulae:ls.v1:n11543
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.46	creata	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:024023105,Perfect,Passive,Neuter,Nominative,Plural)	urn:cite2:tabulae:ls.v1:n11543
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.46	creata	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:024023405,Perfect,Passive,Neuter,Accusative,Plural)	urn:cite2:tabulae:ls.v1:n11543
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.46	creata	ValidParticipleForm(urn:cite2:tabulae:morphforms.v1:024023605,Perfect,Passive,Neuter,Vocative,Plural)	urn:cite2:tabulae:ls.v1:n11543
https://lingualatina.github.io/texts/browsable/hyginus/142a/	142a.1	142a.1.46_0	.		urn:cite2:tabulae:ls.v1:null
